date_long,year,id_no,country,region,source,latitude,longitude,magnitude_body,magnitude_surface,depth,yield_lower,yield_upper,purpose,name,type
19800706,1980,80022,France,MURUROA,ISC,-21.75,-139,4.6,0,0,0,20,WR,CHRYSES,Underground
19800709,1980,80055,France,MURUROA,SPA,-22,-116,0,0,0,0,0,SE,LEDA,Underground
19800719,1980,80024,France,MURUROA,ISC,-21.86,-139,5.8,5.2,0,0,150,WR,ASIOS,Underground
19800725,1980,80025,United States of America,NTS,ISC,37.3,-116.5,5.5,4.2,0.68,20,150,WR,TAFI,Underground
19800731,1980,80026,Russia,SEMI KAZAKH,ISC,49.81,78.14,5.3,0,0,0.001,20,WR,UNKNOWN,Underground
19800731,1980,80027,United States of America,NTS,ISC,37,-116,4.3,0,0.366,0,20,WR,VERDELLO,Underground
19800914,1980,80028,Russia,SEMI KAZAKH,ISC,49.94,78.86,6.2,4.2,0,20,150,WR,UNKNOWN,Underground
19800925,1980,80030,Russia,SEMI KAZAKH,ISC,49.81,78.08,4.7,0,0,0.001,20,WE,UNKNOWN,Underground
19800925,1980,80031,United States of America,NTS,ISC,37.1,-116,4.6,0,0.381,20,150,WR,BONARDA,Underground
19800925,1980,80032,United States of America,NTS,ISC,37.1,-116.1,0,0,0.424,107,107,WR,RIOLA,Underground
19801008,1980,80035,Russia,ASTRAK RUSS,ISC,46.79,48.29,5.2,3.7,0,8.5,8.5,PNE,VEGA,Underground
19801011,1980,80036,Russia,KZ RUSS,ISC,73.36,54.82,5.7,4,0,0.001,150,WR,UNKNOWN,Underground
19801012,1980,80037,Russia,SEMI KAZAKH,ISC,49.94,79.1,5.9,4.2,0,20,150,WR,UNKNOWN,Underground
19801016,1980,80038,China,LOP NOR,ISC,41.04,89.94,4.4,4.4,0,200,1000,WR,UNKNOWN,Atmospheric
19801023,1980,80056,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,UNKNOWN,Underground
19801024,1980,80039,United Kingdom,NTS,ISC,37.1,-116,4.4,0,0.427,0,20,WR,DUTCHESE,Underground
19801031,1980,80040,United States of America,NTS,ISC,37.2,-116.2,4.7,0,0.39,0,20,WE,MINERSIRON,Underground
19801101,1980,80041,Russia,KRASNO RUSS,ISC,60.79,97.57,5.2,0,0,0.001,20,PNE,BATOLIT,Underground
19801114,1980,80042,United States of America,NTS,ISC,37.1,-116,4.1,0,0.32,0,20,WR,DAUPHIN,Underground
19801125,1980,80043,France,MURUROA,WTN,-22,-139,0,0,0,0,5,WR,LAERTE,Underground
19801203,1980,80044,France,MURUROA,ISC,-21.87,-138.96,5.6,0,0,0,150,WR,DIOMEDE,Underground
19801205,1980,80057,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,UNKNOWN,Underground
19801205,1980,80058,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,UNKNOWN,Underground
19801210,1980,80045,Russia,TYUMEN RUSS,ISC,61.73,66.76,4.6,3.7,0,15,15,PNE,ANGARA,Underground
19801214,1980,80046,Russia,SEMI KAZAKH,ISC,49.87,78.97,5.9,4.1,0,0.001,150,WR,UNKNOWN,Underground
19801217,1980,80047,United Kingdom,NTS,ISC,37.3,-116.3,5.1,0,0.573,20,150,WR,SERPA,Underground
19801226,1980,80048,Russia,SEMI KAZAKH,ISC,49.98,78.01,4.5,0,0,0.001,20,WR,UNKNOWN,Underground
19801227,1980,80049,Russia,SEMI KAZAKH,ISC,50.01,79.03,5.9,0,0,0.001,150,WR,UNKNOWN,Underground
19810115,1981,81001,United States of America,NTS,ISC,37.1,-116,5.6,0,0.564,20,150,WR,BASEBALL,Underground
19810205,1981,81002,United States of America,NTS,ISC,37,-116,0,0,0.354,0,20,WR,CLAIRETTE,Underground
19810225,1981,81003,United States of America,NTS,ISC,37.2,-116.1,0,0,0.229,0,20,WR,SECO,Underground
19810227,1981,81004,France,MURUROA,WTN,-22,-139,0,0,0,0,5,WR,BROTEAS,Underground
19810306,1981,81005,France,MURUROA,WTN,-22,-139,0,0,0,0,5,WR,TYRO,Underground
19810325,1981,81050,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,UNKNOWN,Underground
19810328,1981,81006,France,MURUROA,ISC,-21.67,-138.84,4.7,0,0,0,20,WR,IPHICLES,Underground
19810329,1981,81007,Russia,SEMI KAZAKH,ISC,49.98,79.02,5.6,0,0,0.001,20,FMS/WR,UNKNOWN,Underground
19810410,1981,81008,France,MURUROA,ISC,-21.8,-138.9,4.8,0,0,0,20,WR,CLYMENE,Underground
19810422,1981,81009,Russia,SEMI KAZAKH,ISC,49.87,78.9,6,4.7,0,0.001,20,WR,UNKNOWN,Underground
19810430,1981,81010,United States of America,NTS,ISC,37.2,-116,0,0,0.323,0,20,WR,VIDE,Underground
19810525,1981,81011,Russia,ARKHAN RUSS,ISC,68.21,53.5,5.5,4.2,0,37.6,37.6,PNE,PIRIT,Underground
19810527,1981,81012,Russia,SEMI KAZAKH,ISC,49.94,79.01,5.5,3.4,0,0.001,20,WR,UNKNOWN,Underground
19810529,1981,81013,United States of America,NTS,UGS,37.102,-116.004,4.2,0,0.32,0,20,WR,ALIGOTE,Underground
19810604,1981,81014,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,UNKNOWN,Underground
19810606,1981,81015,United States of America,NTS,ISC,37.3,-116.3,5.5,4.2,0,20,150,WR,HARZER,Underground
19810630,1981,81016,Russia,SEMI KAZAKH,ISC,49.72,78.09,5.2,0,0,0.001,20,WR,UNKNOWN,Underground
19810708,1981,81018,France,MURUROA,ISC,-22.18,-138.73,5.3,0,0,0,20,WR,LYNCEE,Underground
19810710,1981,81019,United States of America,NTS,ISC,37.1,-116,0,0,0.341,0,20,WR,NIZA,Underground
19810711,1981,81020,France,MURUROA,WTN,-22,-139,0,0,0,0,5,WR,ERYX,Underground
19810716,1981,81021,United States of America,NTS,ISC,37.1,-116,0,0,0.204,0,20,WR,PINEAU,Underground
19810717,1981,81022,Russia,SEMI KAZAKH,ISC,49.79,78.17,5.2,0,0,0.001,20,WR,UNKNOWN,Underground
19810718,1981,81023,France,MURUROA,WTN,-22,-139,0,0,0,0,5,WR,THERAS,Underground
19810803,1981,81024,France,MURUROA,ISC,-21.89,-138.88,5.3,0,0,0,150,WR,AGENOR,Underground
19810805,1981,81025,United States of America,NTS,ISC,37.2,-116,0,0,0.2,0,20,WR,HAVARTI,Underground
19810814,1981,81026,Russia,SEMI KAZAKH,ISC,49.75,78.07,5,0,0,0.001,20,WR,UNKNOWN,Underground
19810827,1981,81027,United States of America,NTS,ISC,37.2,-116.1,0,0,0.294,0,20,WR,ISLAY,Underground
19810902,1981,81028,Russia,PERM RUSS,ISC,60.59,55.7,4.4,0,0,3.2,3.2,PNE,GELIY,Underground
19810904,1981,81029,United States of America,NTS,ISC,37.1,-116,0,0,0.305,0,20,WR,TREBBIANO,Underground
19810913,1981,81030,Russia,SEMI KAZAKH,ISC,49.89,78.98,6.1,4.9,0,20,150,WR,UNKNOWN,Underground
19810924,1981,81031,United States of America,NTS,ISC,37,-116,0,0,0.213,0,20,WR,CERNADA,Underground
19810926,1981,81032,Russia,ASTRAK RUSS,ISC,46.82,48.28,5.2,0,0,8.5,8.5,PNE,VEGA,Underground
19810926,1981,81033,Russia,ASTRAK RUSS,ISC,46.79,48.27,5.3,0,0,8.5,8.5,PNE,VEGA,Underground
19811001,1981,81035,Russia,NZ RUSS,ISC,73.32,54.55,6,3.8,0,0.001,150,WR,UNKNOWN,Underground
19811001,1981,81036,United States of America,NTS,ISC,37.1,-116,4.9,0,0.472,20,150,WR,PALIZA,Underground
19811016,1981,81051,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,UNKNOWN,Underground
19811018,1981,81037,Russia,SEMI KAZAKH,ISC,49.88,78.89,6.1,4.7,0,0.001,150,WR,UNKNOWN,Underground
19811022,1981,81038,Russia,KRASNO RUSS,ISC,63.79,97.54,5.1,0,0,8.5,8.5,PNE,SHPAT,Underground
19811106,1981,81052,France,MURUROA,SPA,-22,-139,0,0,0,0,5,WR,LETO,Underground
19811111,1981,81039,France,MURUROA,UGS,-21.917,-138.996,4.5,0,0,0,20,WR,PROCLES,Underground
19811111,1981,81040,United States of America,NTS,UGS,37.076,-116.068,4.8,0,0.445,20,150,WR,TILCI,Underground
19811112,1981,81041,United Kingdom,NTS,UGS,37.108,-116.049,5.3,4.4,0.518,20,150,WR,ROUSANNE,Underground
19811120,1981,81042,Russia,SEMI KAZAKH,UGS,49.736,78.183,4.9,0,0,0.001,20,WR,UNKNOWN,Underground
19811129,1981,81043,Russia,SEMI KAZAKH,UGS,49.86,78.857,5.6,4,0,0.001,20,WR,UNKNOWN,Underground
19811203,1981,81044,United States of America,NTS,ISC,37.1,-116.1,4.6,0,0.494,20,150,WR,AKAVI,Underground
19811205,1981,81045,France,MURUROA,ISC,-21.4,-139.4,4.6,0,0,0,20,WR,CILIX,Underground
19811208,1981,81046,France,MURUROA,ISC,-21.91,-138.88,5.2,0,0,0,20,WR,CADMOS,Underground
19811216,1981,81047,United States of America,NTS,ISC,37.1,-116.1,4.4,0,0.335,0,20,WR,CABOA,Underground
19811222,1981,81048,Russia,SEMI KAZAKH,ISC,49.84,78.21,5.1,0,0,0.001,20,WR,UNKNOWN,Underground
19811227,1981,81049,Russia,SEMI KAZAKH,ISC,49.9,78.86,6.2,4.4,0,20,150,WR,UNKNOWN,Underground
19820128,1982,82001,United States of America,NTS,ISC,37.1,-116.1,5.9,4.5,0.64,139,133,WR,JORNADA,Underground
19820212,1982,82002,United States of America,NTS,ISC,37.2,-116.5,5.4,0,0.651,20,150,WR,MOLBO,Underground
19820212,1982,82003,United States of America,NTS,ISC,37.3,-116.3,5.6,0,0.64,20,150,WR,HOSTA,Underground
19820219,1982,82004,Russia,SEMI KAZAKH,ISC,49.83,78.12,5.4,0,0,0.001,20,WR,UNKNOWN,Underground
19820220,1982,82055,France,MURUROA,SPA,-22,-139,0,0,0,0,5,WR,AEROPE,Underground
19820224,1982,82056,France,MURUROA,SPA,-22,-139,0,0,0,0,5,WR,DEIPHOBE,Underground
19820320,1982,82005,France,MURUROA,ISC,-21.86,-139.03,4.9,5.2,0,0,20,WR,RHESOS,Underground
19820323,1982,82057,France,MURUROA,SPA,-22,-139,0,0,0,0,5,WR,EVENOS,Underground
19820331,1982,82058,France,MURUROA,SPA,-22,-139,0,0,0,0,0,SE,AESON,Underground
19820417,1982,82006,United States of America,NTS,ISC,37,-116,4.5,0,0.357,0,20,WR,TENAJA,Underground
19820425,1982,82007,Russia,SEMI KAZAKH,ISC,49.87,78.92,6.1,4.6,0,20,150,FMS,UNKNOWN,Underground
19820425,1982,82008,United Kingdom,NTS,ISC,37.3,-116.4,5.4,0,0.57,20,150,WR,GIBNE,Underground
19820506,1982,82009,United States of America,NTS,ISC,37.1,-116.1,4.3,0,0.335,0,20,WR,KRYDDOST,Underground
19820507,1982,82010,United States of America,NTS,ISC,37.1,-116,5.7,4.2,0.564,20,150,WR,BOUSCHET,Underground
19820616,1982,82012,United States of America,NTS,UGS,37.114,-116.017,0,0,0.289,0,20,WR,KESTI,Underground
19820624,1982,82013,United States of America,NTS,UGS,37.236,-116.37,5.6,4.5,0.64,20,150,WR,NEBBIOLO,Underground
19820625,1982,82014,Russia,SEMI KAZAKH,UGS,49.795,78.158,4.9,0,0,0.001,20,WE/WR,UNKNOWN,Underground
19820627,1982,82059,France,MURUROA,WTN,-22,-139,0,0,0,0,5,WR,LAODICE,Underground
19820701,1982,82015,France,MURUROA,UGS,-21.766,-139.05,5.2,0,0,0,150,WR,ANTILOKOS,Underground
19820704,1982,82016,Russia,SEMI KAZAKH,UGS,49.995,78.856,6.1,4.9,0,0.001,150,WE,UNKNOWN,Underground
19820721,1982,82018,France,MURUROA,WTN,-22,-139,0,0,0,0,5,WR,PITANE,Underground
19820725,1982,82019,France,MURUROA,UGS,-21.864,-138.943,5.6,0,0,0,150,WR,LAIOS,Underground
19820729,1982,82020,United States of America,NTS,UGS,37.102,-116.075,4.5,0,0.4,20,150,WR,MONTEREY,Underground
19820731,1982,82021,Russia,IRKUTS RUSS,UGS,53.813,104.132,5.1,3.8,0,8.5,8.5,PNE,RIFT,Underground
19820805,1982,82023,United States of America,NTS,UGS,37.084,-116.007,5.7,4.2,0.64,138,138,WR,ATRISCO,Underground
19820811,1982,82024,United States of America,NTS,UGS,37.19,-116.048,0,0,0.216,0,20,WR,QUESO,Underground
19820823,1982,82025,Russia,SEMI KAZAKH,UGS,49.747,77.971,4.7,0,0,0.001,20,WR,UNKNOWN,Underground
19820831,1982,82027,Russia,SEMI KAZAKH,UGS,49.92,78.812,5.4,3.5,0,0.001,20,WR,UNKNOWN,Underground
19820902,1982,82029,United States of America,NTS,UGS,37.02,-116.016,0,0,0.229,0,20,WR,CERRO,Underground
19820904,1982,82031,Russia,KRASNO RUSS,UGS,69.206,81.647,5.2,3.5,0,16,16,PNE,RIFT,Underground
19820921,1982,82033,Russia,SEMI KAZAKH,UGS,49.854,78.216,5.2,0,0,0.001,20,WR,UNKNOWN,Underground
19820923,1982,82034,United States of America,NTS,UGS,37.212,-116.207,4.9,0,0,0,20,WE,HURON LANDING,Underground
19820923,1982,82035,United States of America,NTS,UGS,37.212,-116.207,4.9,0,0,0,20,WE,DIAMOND ACE,Underground
19820923,1982,82036,United States of America,NTS,UGS,37.175,-116.088,4.9,0,0.451,20,150,WR,FRISCO,Underground
19820925,1982,82037,Russia,KRASNO RUSS,UGS,64.313,91.834,5.1,0,0,8.5,8.5,PNE,RIFT,Underground
19820929,1982,82038,United States of America,NTS,UGS,37.091,-116.045,0,0,0.564,0,150,WR,BORREGO,Underground
19821005,1982,82060,China,LOP NOR,NRD,41.632,88.301,0,0,0,3,15,WR,UNKNOWN,Underground
19821010,1982,82040,Russia,JAKUTS RUSS,UGS,61.553,112.864,5.3,0,0,15,15,PNE,NEVA,Underground
19821011,1982,82041,Russia,NZ RUSS,UGS,73.392,54.559,5.6,3.6,0,0.001,150,WR,UNKNOWN,Underground
19821016,1982,82042,Russia,ASTRAK RUSS,UGS,46.73,48.197,5.2,3,0,13.5,13.5,PNE,VEGA,Underground
19821016,1982,82043,Russia,ASTRAK RUSS,UGS,46.748,48.215,5.2,3,0,8.5,8.5,PNE,VEGA,Underground
19821016,1982,82044,Russia,ASTRAK RUSS,UGS,46.754,48.27,5.2,3.1,0,8.5,8.5,PNE,VEGA,Underground
19821016,1982,82045,Russia,ASTRAK RUSS,UGS,46.743,48.213,5.4,3.1,0,8.5,8.5,PNE,VEGA,Underground
19821112,1982,82047,United States of America,NTS,UGS,37.024,-116.032,4.4,0,0.336,0,20,WR,SEYVAL,Underground
19821127,1982,82061,France,MURUROA,SPA,-22,-139,0,0,0,0,5,WR,PROCRIS,Underground
19821205,1982,82051,Russia,SEMI KAZAKH,UGS,49.928,78.869,6.1,4.4,0,0.001,150,WR,UNKNOWN,Underground
19821210,1982,82052,United States of America,NTS,UGS,37.03,-116.072,4.6,0,0.413,20,150,WR,MANTECA,Underground
19821225,1982,82053,Russia,SEMI KAZAKH,UGS,49.871,78.095,4.8,3.4,0,0.001,20,WR,UNKNOWN,Underground
19821226,1982,82054,Russia,SEMI KAZAKH,UGS,50.066,79.043,5.7,0,0,20,150,FMS/WR,UNKNOWN,Underground
19830211,1983,83002,United States of America,NTS,UGS,37.051,-116.045,0,0,0.304,0,20,WR,COALORA,Underground
19830217,1983,83003,United States of America,NTS,UGS,37.163,-116.063,4,0,0.343,0,20,WR,CHEEDAM,Underground
19830311,1983,83055,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0,0.001,SAM,UNKNOWN,Underground
19830326,1983,83005,United States of America,NTS,UGS,37.301,-116.46,5.1,0,0.542,20,150,WR,CABRA,Underground
19830330,1983,83006,Russia,SEMI KAZAKH,HFS,49,79,5,0,0,0.001,20,WR,UNKNOWN,Underground
19830412,1983,83007,Russia,SEMI KAZAKH,HFS,49.815,78.222,4.9,0,0,0.001,20,WE,UNKNOWN,Underground
19830414,1983,83008,United States of America,NTS,UGS,37.073,-116.04,5.7,0,0.533,0,150,WR,TURQUOISE,Underground
19830419,1983,83009,France,MURUROA,UGS,-21.847,-138.906,5.6,0,0,0,150,WR,EURYTOS,Underground
19830422,1983,83010,United Kingdom,NTS,UGS,37.112,-116.022,4,0,0.265,0,20,WR,ARMADA,Underground
19830425,1983,83057,France,MURUROA,SPA,-22,-139,0,0,0,0,5,WR,AUTOMEDON,Underground
19830504,1983,83056,China,LOP NOR,NRD,41.5,89,0,0,0,-1,-1,WR,UNKNOWN,Underground
19830505,1983,83011,United States of America,NTS,UGS,37.012,-116.089,4.5,0,0.39,0,20,WR,CROWDIE,Underground
19830525,1983,83012,France,MURUROA,UGS,-21.895,-138.918,5.9,4.1,0,0,150,WR,CINYRAS,Underground
19830526,1983,83013,United States of America,NTS,UGS,37.103,-116.006,4.4,0,0.384,0,20,WR,FAHADA,Underground
19830526,1983,83054,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WE,MINI JADE,Underground
19830530,1983,83014,Russia,SEMI KAZAKH,UGS,49.74,78.206,5.4,0,0,0.001,20,FMS/WR,UNKNOWN,Underground
19830609,1983,83015,United States of America,NTS,UGS,37.158,-116.089,4.5,0,0.32,0,20,WR,DANABLU,Underground
19830612,1983,83016,Russia,SEMI KAZAKH,UGS,49.906,78.981,6.1,4.6,0,0.001,150,WR,UNKNOWN,Underground
19830618,1983,83058,France,MURUROA,SPA,-22,-139,0,0,0,0,5,WR,BURISIS,Underground
19830624,1983,83017,Russia,SEMI KAZAKH,UGS,49.81,78.107,4.7,0,0,0.001,20,WR,UNKNOWN,Underground
19830628,1983,83018,France,MURUROA,UGS,-21.745,-138.917,5.4,4.5,0,0,20,WR,OXYLOS,Underground
19830710,1983,83019,Russia,KAZAKH,UGS,51.308,53.273,5.3,0,0,15,15,PNE,LIRA,Underground
19830710,1983,83020,Russia,KAZAKH,UGS,51.34,53.27,5.3,0,0,15,15,PNE,LIRA,Underground
19830710,1983,83021,Russia,KAZAKH,UGS,51.344,53.291,5.2,0,0,15,15,PNE,LIRA,Underground
19830720,1983,83022,France,MURUROA,WTN,-22,-139,0,0,0,0,20,WR,BATTOS,Underground
19830803,1983,83024,United States of America,NTS,UGS,37.119,-116.084,4.2,0,0.326,0,20,WR,LABAN,Underground
19830804,1983,83025,France,MURUROA,UGS,-21.835,-138.922,5.2,0,0,0,150,WR,CARNABON,Underground
19830811,1983,83026,United States of America,NTS,UGS,36.998,-116.003,4.4,0,0.32,0,20,WR,SABADO,Underground
19830818,1983,83027,Russia,NZ RUSS,UGS,73.383,54.913,5.9,4.2,0,0.001,150,WR,UNKNOWN,Underground
19830827,1983,83028,United States of America,NTS,UGS,37.192,-115.992,4.1,0,0,0,20,WR,JARLSBERG,Underground
19830901,1983,83029,United States of America,NTS,UGS,37.273,-116.355,5.4,0,0.625,143,143,WR,CHANCELLOR,Underground
19830911,1983,83030,Russia,SEMI KAZAKH,UGS,49.878,78.183,4.8,0,0,0.001,20,WE,UNKNOWN,Underground
19830921,1983,83031,United States of America,NTS,UGS,37.21,-116.209,0,0,0.405,0,20,WE,MIDNIGHT ZEPHYR,Underground
19830921,1983,83052,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,BRANCO/HERKIM,Underground
19830922,1983,83032,United States of America,NTS,UGS,37.106,-116.049,0,0,0.533,0,150,WR,TECHADO,Underground
19830924,1983,83033,Russia,ASTRAK RUSS,UGS,46.816,48.291,5.1,0,0,8.5,8.5,PNE,VEGA,Underground
19830924,1983,83034,Russia,ASTRAK RUSS,UGS,46.817,48.279,5,0,0,8.5,8.5,PNE,VEGA,Underground
19830924,1983,83035,Russia,ASTRAK RUSS,UGS,46.86,48.272,4.9,0,0,8.5,8.5,PNE,VEGA,Underground
19830924,1983,83036,Russia,ASTRAK RUSS,UGS,46.78,48.3,5.2,0,0,8.5,8.5,PNE,VEGA,Underground
19830924,1983,83037,Russia,ASTRAK RUSS,UGS,46.796,48.297,5.2,0,0,8.5,8.5,PNE,VEGA,Underground
19830924,1983,83038,Russia,ASTRAK RUSS,UGS,46.837,48.231,5.2,0,0,8.5,8.5,PNE,VEGA,Underground
19830925,1983,83039,Russia,NZ RUSS,UGS,73.348,54.495,5.8,0,0,0.001,150,WE/WR,UNKNOWN,Underground
19830929,1983,83053,United States of America,NTS,DOE,37,-116,0,0,0,0,20,SE,NAVATA,Underground
19831006,1983,83040,Russia,SEMI KAZAKH,UGS,49.932,78.843,6,0,0,0.001,150,WR,UNKNOWN,Underground
19831006,1983,83041,China,LOP NOR,UGS,41.566,88.766,5.5,0,0,20,100,WR,UNKNOWN,Underground
19831026,1983,83042,Russia,SEMI KAZAKH,UGS,49.921,78.907,6.1,4.6,0,20,150,WR,UNKNOWN,Underground
19831102,1983,83059,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,UNKNOWN,Underground
19831120,1983,83043,Russia,SEMI KAZAKH,UGS,50.066,79.036,5.5,0,0,0.001,20,WR,UNKNOWN,Underground
19831129,1983,83044,Russia,SEMI KAZAKH,UGS,49.764,78.169,5.4,0,0,0.001,20,WR,UNKNOWN,Underground
19831129,1983,83060,Russia,SEMI KAZAKH,MTM,50,78,0,0,0,0.001,20,WR,UNKNOWN,Underground
19831203,1983,83045,France,MURUROA,WTN,-22,-139,0,0,0,0,5,WR,LINOS,Underground
19831207,1983,83046,France,MURUROA,WTN,-22,-139,0,0,0,0,20,WR,GYGES,Underground
19831209,1983,83047,United States of America,NTS,UGS,37.021,-115.975,0,0,0,0,20,WR,MUGGINS,Underground
19831216,1983,83048,United States of America,NTS,UGS,37.14,-116.072,5.1,0,0.515,20,150,WR,ROMANO,Underground
19831226,1983,83049,Russia,SEMI KAZAKH,UGS,49.838,78.218,5.5,0,0,0.001,20,FMS,UNKNOWN,Underground
19840131,1984,84001,United States of America,NTS,BKY,37,-116,4.4,0,0,20,150,WR,GORBEA,Underground
19840215,1984,84002,United States of America,NTS,BKY,37,-116,4.6,0,0,0,20,WE,MIDAS MYTH/MILA,Underground
19840219,1984,84003,Russia,SEMI KAZAKH,UGS,49.888,78.788,5.9,4.3,0,20,150,WR,UNKNOWN,Underground
19840301,1984,84004,United States of America,NTS,BKY,37,-116,5.5,0,0,20,150,WR,TORTUGAS,Underground
19840307,1984,84005,Russia,SEMI KAZAKH,UGS,50.022,78.978,5.6,0,0,20,150,WR,UNKNOWN,Underground
19840329,1984,84006,Russia,SEMI KAZAKH,UGS,49.934,79.013,5.9,4.3,0,20,150,WR,UNKNOWN,Underground
19840331,1984,84007,United States of America,NTS,BKY,37,-116,4.1,0,0,0,20,WR,AGRINI,Underground
19840415,1984,84008,Russia,SEMI KAZAKH,UGS,49.766,78.185,5.7,0,0,0.001,150,WR,UNKNOWN,Underground
19840425,1984,84009,Russia,SEMI KAZAKH,UGS,49.934,78.915,6,5,0,0.001,150,WR,UNKNOWN,Underground
19840501,1984,84010,United Kingdom,NTS,BKY,37,-116,5.3,0,0,20,150,WR,MUNDO,Underground
19840502,1984,84011,United States of America,NTS,BKY,37,-116,3.3,0,0,0,20,WR,ORKNEY,Underground
19840508,1984,84012,France,MURUROA,WTN,0,0,5.3,0,0,0,5,WR,DEMOPHON,Underground
19840512,1984,84013,France,MURUROA,UGS,-21.852,-138.961,5.7,3.8,0,0,150,WR,MIDAS,Underground
19840516,1984,84014,United States of America,NTS,BKY,37,-116,3.5,0,0,0,20,WR,BELLOW,Underground
19840526,1984,84015,Russia,SEMI KAZAKH,UGS,49.98,79.06,6,0,0,0.001,150,WR,UNKNOWN,Underground
19840531,1984,84016,United States of America,NTS,BKY,37,-116,5.6,0,0,20,150,WR,CAPROCK,Underground
19840612,1984,84017,France,MURUROA,WTN,0,0,4.7,0,0,0,20,WR,ARISTEE,Underground
19840616,1984,84018,France,MURUROA,UGS,-21.933,-138.992,5.3,0,0,0,150,WR,ECHEMOS,Underground
19840620,1984,84019,United States of America,NTS,BKY,37,-116,4.5,0,0,20,150,WR,DUORO,Underground
19840712,1984,84021,United States of America,NTS,BKY,37,-116,3.8,0,0,0,20,WR,NORMANNA,Underground
19840714,1984,84022,Russia,SEMI KAZAKH,UGS,49.891,78.963,6.2,4.6,0,0.001,150,WR,UNKNOWN,Underground
19840721,1984,84023,Russia,KAZAKHSTAN,UGS,51.356,53.249,5.4,0,0,15,15,PNE,LIRA,Underground
19840721,1984,84024,Russia,KAZAKHSTAN,UGS,51.374,53.257,5.3,0,0,15,15,PNE,LIRA,Underground
19840721,1984,84025,Russia,KAZAKHSTAN,UGS,51.353,53.271,5.3,0,0,15,15,PNE,LIRA,Underground
19840725,1984,84026,United States of America,NTS,BKY,37,-116,5.2,0,0,20,150,WR,KAPPELI,Underground
19840802,1984,84027,United States of America,NTS,BKY,37,-116,4.4,0,0,0,20,WR,CORREO,Underground
19840811,1984,84028,Russia,KOMI RUSS,UGS,65.025,55.187,5.3,0,0,8.5,8.5,PNE,KVARTS,Underground
19840825,1984,84029,Russia,TYUMEN RUSS,UGS,61.889,72.149,5.3,0,0,8.5,8.5,PNE,KVARTS,Underground
19840826,1984,84059,Russia,NZ RUSS,NOA,74.1,53.8,3.8,0,0,0.001,20,WE,UNKNOWN,Underground
19840827,1984,84057,Russia,MURM RUSS,UGS,67.774,33.688,0,0,0,1.7,1.7,PNE,DNEPR-2,Underground
19840828,1984,84030,Russia,PERM RUSS,NOA,61,58,4.5,0,0,3.2,3.2,PNE,GELIY,Underground
19840828,1984,84031,Russia,PERM RUSS,NOA,61,58,4.5,0,0,3.2,3.2,PNE,GELIY,Underground
19840830,1984,84032,United States of America,NTS,BKY,0,0,4.3,0,0,0,20,WR,DOLCETTO,Underground
19840830,1984,84058,United States of America,NTS,DOE,37,-116,0,0,0,0,20,WR,WEXFORD,Underground
19840909,1984,84033,Russia,SEMI KAZAKH,UGS,49.873,78.208,5,0,0,0.001,20,WE,UNKNOWN,Underground
19840913,1984,84034,United States of America,NTS,BKY,0,0,5,0,0,20,150,WE,BRETON,Underground
19840917,1984,84036,Russia,KEMERO RUSS,UGS,55.835,87.408,4.9,0,0,10,10,PNE,KVARTS,Underground
19841002,1984,84054,United States of America,NTS,BKY,0,0,4.3,0,0,0,20,WR,VERMEJO,Underground
19841003,1984,84037,China,LOP NOR,UGS,41.633,88.781,5.3,0,0,15,70,WR,UNKNOWN,Underground
19841018,1984,84038,Russia,SEMI KAZAKH,NOA,50,80,4.5,0,0,0.001,20,WE,UNKNOWN,Underground
19841025,1984,84039,Russia,NZ RUSS,UGS,73.365,54.979,5.8,5.3,0,0.001,150,WR,UNKNOWN,Underground
19841027,1984,84040,Russia,SEMI KAZAKH,UGS,49.95,78.842,6.2,4.4,0,20,150,WR,UNKNOWN,Underground
19841027,1984,84041,Russia,ASTRAK RUSS,UGS,47.044,47.919,4.8,0,0,3.2,3.2,PNE,VEGA,Underground
19841027,1984,84042,Russia,ASTRAK RUSS,UGS,46.843,48.023,4.8,0,0,3.2,3.2,PNE,VEGA,Underground
19841027,1984,84043,France,MURUROA,WTN,0,0,4.8,0,0,0,20,WR,MACHAON,Underground
19841102,1984,84044,France,MURUROA,BKY,0,0,0,0,0,0,150,WR,ACASTE,Underground
19841110,1984,84045,United States of America,NTS,BKY,0,0,4.4,0,0,0,20,WR,VILLITA,Underground
19841123,1984,84046,Russia,SEMI KAZAKH,NOA,49,78,4.3,0,0,0.001,20,WR,UNKNOWN,Underground
19841201,1984,84056,France,MURUROA,WTN,-22,-139,4.2,0,0,0,5,WR,MILLETOS,Underground
